Pkt_no,Time,src,dst,length,ttl,Type,RTT,Time,Loc,mVoiceRegState,mDataRegState,mChannelNumber,mPci,mEarfcn,mCellBandwidths,rssi,rsrp,rsrq,rssnr,lteLevel,rat,mPci,mEarfcn,rssi,rsrp,rsrq
5059,1684948470.831185000,172.217.14.68,10.215.173.1,132,64,0,37.649,1684948482.587672,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-9
5060,1684948471.794458000,10.215.173.1,172.217.14.68,132,64,8,,1684948482.959829,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-9
5061,1684948471.832072000,172.217.14.68,10.215.173.1,132,64,0,37.614,1684948483.2669241,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-9
5062,1684948472.796727000,10.215.173.1,172.217.14.68,132,64,8,,1684948483.591251,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-9
5063,1684948472.840341000,172.217.14.68,10.215.173.1,132,64,0,43.614,1684948483.937602,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-9
5064,1684948473.797428000,10.215.173.1,172.217.14.68,132,64,8,,1684948484.2592509,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-9
5065,1684948473.857385000,172.217.14.68,10.215.173.1,132,64,0,59.957,1684948484.5128691,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-9
5066,1684948474.799887000,10.215.173.1,172.217.14.68,132,64,8,,1684948484.8143842,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-9
5067,1684948474.841554000,172.217.14.68,10.215.173.1,132,64,0,41.667,1684948485.21918,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-8
5068,1684948475.801206000,10.215.173.1,172.217.14.68,132,64,8,,1684948485.507327,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-8
5069,1684948475.841732000,172.217.14.68,10.215.173.1,132,64,0,40.526,1684948485.777884,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-8
5070,1684948476.802923000,10.215.173.1,172.217.14.68,132,64,8,,1684948486.145678,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-8
5071,1684948476.840386000,172.217.14.68,10.215.173.1,132,64,0,37.463,1684948486.4608378,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-8
5072,1684948477.805046000,10.215.173.1,172.217.14.68,132,64,8,,1684948486.758917,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-8
5073,1684948477.840410000,172.217.14.68,10.215.173.1,132,64,0,35.364,1684948487.059347,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-8
5074,1684948478.807519000,10.215.173.1,172.217.14.68,132,64,8,,1684948487.457521,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-10,26,5,423,975,-51,-72,-8
5075,1684948478.850475000,172.217.14.68,10.215.173.1,132,64,0,42.956,1684948487.734505,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,25,5,423,975,-51,-72,-8
5076,1684948479.808380000,10.215.173.1,172.217.14.68,132,64,8,,1684948488.0742478,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,25,5,423,975,-51,-72,-8
5077,1684948479.851328000,172.217.14.68,10.215.173.1,132,64,0,42.948,1684948488.4610078,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,25,5,423,975,-51,-72,-8
5078,1684948480.810764000,10.215.173.1,172.217.14.68,132,64,8,,1684948488.776757,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,25,5,423,975,-51,-72,-8
5079,1684948480.850412000,172.217.14.68,10.215.173.1,132,64,0,39.648,1684948489.089154,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,25,5,423,975,-51,-72,-8
5080,1684948481.812687000,10.215.173.1,172.217.14.68,132,64,8,,1684948489.439164,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,25,5,423,975,-51,-72,-8
5081,1684948481.851454000,172.217.14.68,10.215.173.1,132,64,0,38.767,1684948489.74426,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,25,5,423,975,-51,-72,-8
5082,1684948482.814303000,10.215.173.1,172.217.14.68,132,64,8,,1684948490.0702221,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,25,5,423,975,-51,-72,-8
5083,1684948482.850487000,172.217.14.68,10.215.173.1,132,64,0,36.184,1684948490.341373,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,25,5,423,975,-51,-72,-8
5084,1684948483.816593000,10.215.173.1,172.217.14.68,132,64,8,,1684948490.711659,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,25,5,423,975,-51,-72,-8
5085,1684948483.861520000,172.217.14.68,10.215.173.1,132,64,0,44.927,1684948491.009302,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,25,5,423,975,-51,-72,-8
5086,1684948484.819010000,10.215.173.1,172.217.14.68,132,64,8,,1684948491.296723,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,25,5,423,975,-51,-72,-8
5087,1684948484.861561000,172.217.14.68,10.215.173.1,132,64,0,42.551,1684948491.685014,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,25,5,423,975,-51,-72,-8
5088,1684948485.821940000,10.215.173.1,172.217.14.68,132,64,8,,1684948491.983901,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,25,5,423,975,-51,-72,-8
5089,1684948485.861099000,172.217.14.68,10.215.173.1,132,64,0,39.159,1684948496.8766851,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,24,5,423,975,-51,-72,-8
5090,1684948486.824374000,10.215.173.1,172.217.14.68,132,64,8,,1684948497.251256,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,24,5,423,975,-51,-72,-8
5091,1684948486.862198000,172.217.14.68,10.215.173.1,132,64,0,37.824,1684948497.561555,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,24,5,423,975,-51,-72,-8
5092,1684948487.825170000,10.215.173.1,172.217.14.68,132,64,8,,1684948497.8572779,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,24,5,423,975,-51,-72,-8
5093,1684948487.862024000,172.217.14.68,10.215.173.1,132,64,0,36.854,1684948498.27898,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,24,5,423,975,-51,-72,-8
5094,1684948488.826975000,10.215.173.1,172.217.14.68,132,64,8,,1684948498.572412,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,24,5,423,975,-51,-72,-8
5095,1684948488.870278000,172.217.14.68,10.215.173.1,132,64,0,43.303,1684948498.864643,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,24,5,423,975,-51,-72,-8
5096,1684948489.828019000,10.215.173.1,172.217.14.68,132,64,8,,1684948499.223794,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,24,5,423,975,-51,-72,-8
5097,1684948489.871405000,172.217.14.68,10.215.173.1,132,64,0,43.386,1684948499.5339751,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,24,5,423,975,-51,-72,-8
5098,1684948490.829734000,10.215.173.1,172.217.14.68,132,64,8,,1684948499.827913,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,24,5,423,975,-51,-72,-8
5099,1684948490.871830000,172.217.14.68,10.215.173.1,132,64,0,42.096,1684948500.132575,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,24,5,423,975,-51,-72,-9
5100,1684948491.830209000,10.215.173.1,172.217.14.68,132,64,8,,1684948500.5413241,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,24,5,423,975,-51,-72,-9
5101,1684948491.871216000,172.217.14.68,10.215.173.1,132,64,0,41.007,1684948500.820266,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,24,5,423,975,-51,-72,-9
5102,1684948492.833186000,10.215.173.1,172.217.14.68,132,64,8,,1684948501.146427,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,24,5,423,975,-51,-72,-9
5103,1684948492.872022000,172.217.14.68,10.215.173.1,132,64,0,38.836,1684948501.518497,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,24,5,423,975,-51,-72,-9
5104,1684948493.834139000,10.215.173.1,172.217.14.68,132,64,8,,1684948501.822071,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,24,5,423,975,-51,-72,-9
5105,1684948493.870362000,172.217.14.68,10.215.173.1,132,64,0,36.223,1684948502.11991,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,24,5,423,975,-51,-72,-9
5106,1684948494.835628000,10.215.173.1,172.217.14.68,132,64,8,,1684948502.5093918,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,24,5,423,975,-51,-72,-9
5107,1684948494.871569000,172.217.14.68,10.215.173.1,132,64,0,35.941,1684948502.822305,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,24,5,423,975,-51,-72,-9
5108,1684948495.837518000,10.215.173.1,172.217.14.68,132,64,8,,1684948503.117287,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,24,5,423,975,-51,-72,-9
5109,1684948495.881326000,172.217.14.68,10.215.173.1,132,64,0,43.808,1684948503.430478,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,24,5,423,975,-51,-72,-9
5110,1684948496.840338000,10.215.173.1,172.217.14.68,132,64,8,,1684948503.813241,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,24,5,423,975,-51,-72,-9
5111,1684948496.883411000,172.217.14.68,10.215.173.1,132,64,0,43.073,1684948504.114938,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,24,5,423,975,-51,-72,-9
5112,1684948497.841607000,10.215.173.1,172.217.14.68,132,64,8,,1684948504.389199,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,24,5,423,975,-51,-72,-9
5113,1684948497.881205000,172.217.14.68,10.215.173.1,132,64,0,39.598,1684948504.760328,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,24,5,423,975,-51,-72,-9
5114,1684948498.844176000,10.215.173.1,172.217.14.68,132,64,8,,1684948505.04817,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,24,5,423,975,-51,-72,-9
5115,1684948498.881474000,172.217.14.68,10.215.173.1,132,64,0,37.298,1684948505.375387,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,24,5,423,975,-51,-71,-8
5116,1684948499.845717000,10.215.173.1,172.217.14.68,132,64,8,,1684948505.666472,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,24,5,423,975,-51,-71,-8
5117,1684948499.880700000,172.217.14.68,10.215.173.1,132,64,0,34.983,1684948510.665258,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,24,5,423,975,-51,-72,-9
5118,1684948500.846869000,10.215.173.1,172.217.14.68,132,64,8,,1684948510.955817,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,24,5,423,975,-51,-72,-9
5119,1684948500.891219000,172.217.14.68,10.215.173.1,132,64,0,44.35,1684948511.356226,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,24,5,423,975,-51,-72,-9
5120,1684948501.848659000,10.215.173.1,172.217.14.68,132,64,8,,1684948511.6612859,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,24,5,423,975,-51,-72,-9
5121,1684948501.891232000,172.217.14.68,10.215.173.1,132,64,0,42.573,1684948511.9793532,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,24,5,423,975,-51,-72,-9
5122,1684948502.850573000,10.215.173.1,172.217.14.68,132,64,8,,1684948512.360569,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,24,5,423,975,-51,-72,-9
5123,1684948502.891458000,172.217.14.68,10.215.173.1,132,64,0,40.885,1684948512.693888,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,24,5,423,975,-51,-72,-9
5124,1684948503.852675000,10.215.173.1,172.217.14.68,132,64,8,,1684948512.971831,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,24,5,423,975,-51,-72,-9
5125,1684948503.891406000,172.217.14.68,10.215.173.1,132,64,0,38.731,1684948513.264138,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,24,5,423,975,-51,-72,-9
5126,1684948504.854463000,10.215.173.1,172.217.14.68,132,64,8,,1684948513.6533508,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,24,5,423,975,-51,-72,-9
5127,1684948504.890443000,172.217.14.68,10.215.173.1,132,64,0,35.98,1684948513.944464,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,24,5,423,975,-51,-72,-9
5128,1684948505.857404000,10.215.173.1,172.217.14.68,132,64,8,,1684948514.258198,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,24,5,423,975,-51,-72,-9
5129,1684948505.901305000,172.217.14.68,10.215.173.1,132,64,0,43.901,1684948514.641143,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,24,5,423,975,-51,-72,-9
5130,1684948506.859073000,10.215.173.1,172.217.14.68,132,64,8,,1684948514.962871,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,24,5,423,975,-51,-72,-9
5131,1684948506.901428000,172.217.14.68,10.215.173.1,132,64,0,42.355,1684948515.236456,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,24,5,423,975,-51,-72,-9
5132,1684948507.861421000,10.215.173.1,172.217.14.68,132,64,8,,1684948515.582418,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,24,5,423,975,-51,-71,-7
5133,1684948507.901288000,172.217.14.68,10.215.173.1,132,64,0,39.867,1684948515.878419,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,24,5,423,975,-51,-71,-7
5134,1684948508.863204000,10.215.173.1,172.217.14.68,132,64,8,,1684948516.165687,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,24,5,423,975,-51,-71,-7
5135,1684948508.901326000,172.217.14.68,10.215.173.1,132,64,0,38.122,1684948516.464221,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-8,25,5,423,975,-51,-71,-7
5136,1684948509.864449000,10.215.173.1,172.217.14.68,132,64,8,,1684948516.836582,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-8,25,5,423,975,-51,-71,-7
5137,1684948509.901272000,172.217.14.68,10.215.173.1,132,64,0,36.823,1684948517.1218839,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-8,25,5,423,975,-51,-71,-7
5138,1684948510.865449000,10.215.173.1,172.217.14.68,132,64,8,,1684948517.430187,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-8,25,5,423,975,-51,-71,-7
5139,1684948510.900414000,172.217.14.68,10.215.173.1,132,64,0,34.965,1684948522.399253,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-8,25,5,423,975,-51,-72,-7
5140,1684948511.867027000,10.215.173.1,172.217.14.68,132,64,8,,1684948522.677699,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-8,25,5,423,975,-51,-72,-7
5141,1684948511.911420000,172.217.14.68,10.215.173.1,132,64,0,44.393,1684948522.9901922,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-8,25,5,423,975,-51,-72,-7
5142,1684948512.868461000,10.215.173.1,172.217.14.68,132,64,8,,1684948523.394859,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-8,25,5,423,975,-51,-72,-7
5143,1684948512.910097000,172.217.14.68,10.215.173.1,132,64,0,41.636,1684948523.713845,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-8,25,5,423,975,-51,-72,-7
5144,1684948513.869323000,10.215.173.1,172.217.14.68,132,64,8,,1684948524.0032918,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-8,25,5,423,975,-51,-72,-7
5145,1684948513.911079000,172.217.14.68,10.215.173.1,132,64,0,41.756,1684948524.388433,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-8,25,5,423,975,-51,-72,-7
5146,1684948514.871668000,10.215.173.1,172.217.14.68,132,64,8,,1684948524.6576371,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-8,25,5,423,975,-51,-72,-7
5147,1684948514.909321000,172.217.14.68,10.215.173.1,132,64,0,37.653,1684948524.933274,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-8,25,5,423,975,-51,-72,-7
5148,1684948515.873228000,10.215.173.1,172.217.14.68,132,64,8,,1684948525.224434,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-8,25,5,423,975,-51,-71,-9
5149,1684948515.910210000,172.217.14.68,10.215.173.1,132,64,0,36.982,1684948525.5995169,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-8,25,5,423,975,-51,-71,-9
5150,1684948516.875803000,10.215.173.1,172.217.14.68,132,64,8,,1684948525.889898,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-8,25,5,423,975,-51,-71,-9
5151,1684948516.920094000,172.217.14.68,10.215.173.1,132,64,0,44.291,1684948526.194498,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-8,25,5,423,975,-51,-71,-9
5152,1684948517.877644000,10.215.173.1,172.217.14.68,132,64,8,,1684948526.572342,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-8,25,5,423,975,-51,-71,-9
5153,1684948517.922117000,172.217.14.68,10.215.173.1,132,64,0,44.473,1684948526.901813,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-8,25,5,423,975,-51,-71,-9
5154,1684948518.879038000,10.215.173.1,172.217.14.68,132,64,8,,1684948527.179211,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-8,25,5,423,975,-51,-71,-9
5155,1684948518.924050000,172.217.14.68,10.215.173.1,132,64,0,45.012,1684948527.560392,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-8,25,5,423,975,-51,-71,-9
5156,1684948519.882027000,10.215.173.1,172.217.14.68,132,64,8,,1684948527.892673,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-8,25,5,423,975,-51,-71,-9
5157,1684948519.921277000,172.217.14.68,10.215.173.1,132,64,0,39.25,1684948528.20337,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-8,25,5,423,975,-51,-71,-9
5158,1684948520.883074000,10.215.173.1,172.217.14.68,132,64,8,,1684948528.518282,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-8,25,5,423,975,-51,-71,-9
5159,1684948520.920249000,172.217.14.68,10.215.173.1,132,64,0,37.175,1684948528.919005,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-8,25,5,423,975,-51,-71,-9
5160,1684948521.884298000,10.215.173.1,172.217.14.68,132,64,8,,1684948529.2038999,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-8,25,5,423,975,-51,-71,-9
5161,1684948521.920269000,172.217.14.68,10.215.173.1,132,64,0,35.971,1684948529.498653,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-8,25,5,423,975,-51,-71,-9
5162,1684948522.886236000,10.215.173.1,172.217.14.68,132,64,8,,1684948529.86223,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-73,-9,20,5,423,975,-51,-71,-9
5163,1684948522.930712000,172.217.14.68,10.215.173.1,132,64,0,44.476,1684948534.796639,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,23,5,423,975,-51,-72,-10
5164,1684948523.887916000,10.215.173.1,172.217.14.68,132,64,8,,1684948535.150885,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,23,5,423,975,-51,-72,-10
5165,1684948523.930216000,172.217.14.68,10.215.173.1,132,64,0,42.3,1684948535.4689422,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-9,23,5,423,975,-51,-71,-8
5166,1684948524.889277000,10.215.173.1,172.217.14.68,132,64,8,,1684948535.73174,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-10,22,5,423,975,-51,-71,-8
5167,1684948524.931005000,172.217.14.68,10.215.173.1,132,64,0,41.728,1684948536.069325,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-72,-10,22,5,423,975,-51,-71,-8
5168,1684948525.890758000,10.215.173.1,172.217.14.68,132,64,8,,1684948536.492325,"40.493919,-111.865831",0,0,975,423,975,"[5000, 20000, 20000, 20000, 10000]",-51,-71,-10,23,5,423,975,-51,-71,-8
